number,title,medium,contact_info,legal_info,private,creation_date,size,series,description,percent_for_art,displayed
61,"Between Profiles","woodcut","third floor, central, near maps",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Tlingit Canoe Paddle",,"fifth floor, east side, north wall facing Kidder","In plexiglass case with ""Shaman Drum and Beater."" From plaque that accompanies the piece: ""In honor of Thomas C. McClintock, professor of history. From his friends and colleagues on the occasion of his retirement, June 1990.","Public",,,,,FALSE,FALSE
,"Friendship of the Forest","wood","second floor, west hallway","From plaque that accompanies the piece: ""These miniature baseball bats are part of a collection donated in 1994 by Laurence and Ivy Jackson. They were made from mementos of the Jacksons' travels and travels of their friends, and from material that became available as local or global events occurred. The frame, designed and constructed by Rand Sether, is curly-grained redwood from the Arcata Redwood Mill."" Extensive detailed notes and photographs that map each displayed piece of wood accompany the piece.","Public",,,,,FALSE,FALSE
,"Waldo Lake","watercolor","second floor, room A280",,"Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
,"Alsea Falls","watercolor","second floor, room 282 (small conference room)",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"Silence","watercolor","second floor, room 282 (small conference room)",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"Alsea Falls #2","watercolor","second floor, room 282 (small conference room)",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,FALSE
,"Siltcoos Lake","oil","second floor, room 223 (lounge)",,"Public",,,,,FALSE,FALSE
79,"The Source","oil on canvas","fourth floor, by main elevators",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Gordon W. Gilkey","photograph","first floor, entrance by Kidder","From plaque that accompanies the piece: ""Gordon W. Gilkey, 1912-2000. 'We do not become all at once what we eventually become. Carry on!'""","Public",,,,,FALSE,FALSE
,"Under Water","underglaze colors on bisque ceramic tiles","first floor","From plaque that accompanies the piece: ""A view that intersects the water's surface.""","Public",1992,,,,TRUE,FALSE
,"Towels","underglaze colors on bisque ceramic tiles","first floor","From plaque that accompanies the piece: ""Seven bathers with towels in the air.""","Public",1992,,,,TRUE,FALSE
,"Divers","underglaze colors on bisque ceramic tiles","first floor","From plaque that accompanies the piece: ""A playful suggestion of multiple techniques for entering the pool.""","Public",1992,,,,TRUE,FALSE
,"Polar Bears (The New Year)","hand-colored linocut","first floor, side entrance","From plaque that accompanies the piece: ""b. 1928 Seattle, Washington. After over seven decades of painting, George Johanson remains focused on the human figure and its endless expressive possibilities. Drawing on autobiographical sources, Johanson attributes his feeform methods to surrealism and its automatic associations capable of invigorating depictions of the everyday.""","Public",,"36"" x 48""",,,TRUE,FALSE
,"Umbrella Crowd (Blue)","oil on canvas","second floor, east staircase","From plaque that accompanies the piece: ""b. 1928 Seattle, Washington. After over seven decades of painting, George Johanson remains focused on the human figure and its endless expressive possibilities. Drawing on autobiographical sources, Johanson attributes his feeform methods to surrealism and its automatic associations capable of invigorating depictions of the everyday.""","Public",,"36"" x 48""",,,TRUE,FALSE
62,"Night Games","oil on canvas","third floor, by main elevators",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Metal Work","metal","first floor, activity room","From plaque that accompanies the piece: ""Along the upper beams of the Gathering Hall, as well as lining parts of the exterior of our building, is metal work created for us by Oregon artists Tony Johnson (Chinook) and Shirod Younkers (Coquille and Coos). These symbols represent the nine federally recognized tribes of Oregon. This artwork is a part of the Oregon Percent for Art law, a state mandate that says 1% of all construction funds for new or remodeled state facilities go to the acquisition, or in this case, the commissioning of art work to create an environment of distinction, enjoyment, and pride by all Oregonians and visitors.""","Public",,,,,TRUE,FALSE
,"Pyramid of Donkeys","softground, aquatint, spitbite","second floor, west staircase","Edition of 35, #7/35. From plaque that accompanies the piece: ""b.1936 Boston, Massachusetts. Influenced by her father's literary career as a child, Fay Jones's work is originally narrative in content. Provoking association through stance and action, the figures in Jones's work are symbolic. Dream imagery is layered throughout her works as a constant boundary between real and imagined.""","Public",,"26 1/2"" x 20 1/2""",,,TRUE,FALSE
,1930,"sugarlift, aquatint, soapground","second floor, lobby","Edition of 35, #7/35. From plaque that accompanies the piece: ""b.1936 Boston, Massachusetts. Influenced by her father's literary career as a child, Fay Jones's work is originally narrative in content. Provoking association through stance and action, the figures in Jones's work are symbolic. Dream imagery is layered throughout her works as a constant boundary between real and imagined.""","Public",,"36 1/4"" x 24 1/2""",,,TRUE,FALSE
,"Grappa & Boccioni",,"second floor, Dean's Office suite (room 207)",,"Please ask at the front desk to view this piece.",,,,,FALSE,FALSE
85,"Sweet Delicata","oil on canvas","fourth floor, east",,"Public",,,"part of The Valley Library's Northwest Art Collection","About this piece, Jordon has said, ""Sweet Delicata, named for the yellow and green striped squash in the painting, was included in the 1997 'Oregon Biennial,' curated by Katherine Kanjo, curator of contemporary art at the Portland Art Museum. The exhibition traveled from Portland Art Museum to the Schneider Museum of Art in Ashland, Oregon, University of Oregon Museum of Art in Eugene, Oregon, and the Willamette University Art Museum in Salem, Oregon. This painting was also chosen for inclusion in both the ‘Pacific Northwest Annual’ at the Bellevue Art Museum in Bellevue, Washington and ‘True Art; Northwest Biennial’ at the Tacoma Art Museum in Tacoma, Washington.”",TRUE,FALSE
20,"By the Edge of the Sea","oil on wood","second floor, by main elevators",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
25,"On the Lagoon","monotype","second floor, by newspapers/Autzen classroom",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
19,"Courtyard Bouquet","linocut","second floor, by main elevators",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Daiôzaki","sôsaku hanga woodblock print; ink and color on paper","sixth floor, east side, outside president's office",,"Please ask at the front desk to view this piece.",1977,"33 cm x 46 cm",,,FALSE,FALSE
74,"Grazing","acrylic on paper","fourth floor, near west staircase",,"Public",,,"part of The Valley Library's Northwest Art Collection","On his pieces in the Valley Library, Kadar has said, “The words are not titles but simply a presentation of another language for expression of an idea. This current body of work is a personal exploration into fear and desire.” His hope is that this personal exploration by the viewer can lead to processing and healing through connection with the works.""",TRUE,FALSE
75,"Nataki","acrylic on paper","fourth floor, near west staircase",,"Public",,,"part of The Valley Library's Northwest Art Collection","On his pieces in the Valley Library, Kadar has said, “The words are not titles but simply a presentation of another language for expression of an idea. This current body of work is a personal exploration into fear and desire.” His hope is that this personal exploration by the viewer can lead to processing and healing through connection with the works.""",TRUE,FALSE
